Nº Contrato|Contratado|Objeto do Contrato|Contratante|Valor do Contrato|
00003701|PROHOSPITAL COMÉRCIO HOLANDA LTDA|AQUISIÇAO DE MATERIAL MEDICO HOSPITALAR(DESCARTAVEL E OUTROS) PREGAO ELETRONICO N-123/2014 CONTRATO N-88/2016, PARA ATENDER AS DEMANDAS DOS HOSPITAIS.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|2.755,00|
00003734|PROHOSPITAL COMÉRCIO HOLANDA LTDA|MAT.MED.HOSP.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|5.782,64|
00003606|PROHOSPITAL COMÉRCIO HOLANDA LTDA|REFERENTE A AQUISIÇÃO DE MEDICAMENTO ATRAVES DA ARP  050/2015 PREGÃO ELETRONICO 212/2015 CONTRATO 119/2016|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|980,40|
00003750|PROHOSPITAL COMÉRCIO HOLANDA LTDA|AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR (DESCARTÁVEIS E OUTROS), PARA ATENDER AS DEMANDAS DOS HOSPITAIS, SAMU FORTALEZA E COVIS,LIGADOS A REDE MUNICIPAL DE SAÚDE, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS  DESTE CONTRATO E NA ATA DE REG DE PREÇOS N.157/2015, NA PROPOSTA DA CONTRATADA E CONFORME ANEXO ÚNICO AO PRESENTE CONTRATO.|HOSPITAL DISTRITAL GONZAGA MOTA/BARRA DO CEARA|13.360,00|
00003757|PROHOSPITAL COMÉRCIO HOLANDA LTDA|AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR(DESCARTÁVEL E OUTROS), PARA ATENDER AS DEMANDAS DOS HOSPITAL, SAMU FORTALEZA E COVIS, LIGADOS A REDE MUNICIPAL DE SAÚDE, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS DESTE CONTRATO E NA ATA DE REGISTRO DE PREÇOS N.157/2015, NA PROPOSTA DA CONTRATADA E CONFORME ANEXO ÚNICO AO PRESENTE CONTRATO.|HOSPITAL DISTRITAL GONZAGA MOTA/BARRA DO CEARA|2.546,40|
00003756|PROHOSPITAL COMÉRCIO HOLANDA LTDA|MEDICAMENTOS|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|528,00|
00003708|PROHOSPITAL COMÉRCIO HOLANDA LTDA|AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR CONFORME ATA 157/2015, PE 123/2014 ,  CONTRATO 88/2016|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|8.161,80|
00004495|PROHOSPITAL COMÉRCIO HOLANDA LTDA|REFERENTE AQUISIÇÃO DE MEDICAMENTOS ATRAVES DA ARP 16/2016  PE 07/2016 CONT 236/2016|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|19.140,00|
00003254|PROHOSPITAL COMÉRCIO HOLANDA LTDA|MAT.MED.HOSP.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|9.084,54|
00002831|PROHOSPITAL COMÉRCIO HOLANDA LTDA|CONTRATO PARA AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR(ATADURAS E COMPRESSAS)CONFORME REGISTRO DE PREÇOS Nº 044/2015 PREGÃO ELETRÔNICO Nº 051/2015 CONTRATO Nº 006/2016 - SMS.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|58.860,00|
00003644|PROHOSPITAL COMÉRCIO HOLANDA LTDA|MEDICAMENTOS|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|9.804,00|
00003904|RACHEL DE SA BARRETO CALLOU - ME|AQUISIÇÃO DE MOBILIARIO HOSPITALAR CONFORME ATA 82/2016, PE 32/2016 ,  CONTRATO 194/2016|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|5.057,13|
00000181|RACHEL DE SA BARRETO CALLOU - ME|AQUISIÇÃO DE MOBILIÁRIO HOSPITALAR PARA O HOSPITAL NOSSA SENHORA DA CONCEIÇÃO DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO CONTRATO 194/2016 DO PE 32/2016.|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|3.371,42|
00002299|RADIONET LTDA - EPP|CONTRATAÇÃO DE SERVIÇOS DE LOCAÇÃO E MANUTENÇÃO DE SISTEMA DE RADIOCOMUNICAÇÃO COM TECNOLOGIA INTEGRATED DIGITAL ENHANCED NETWORK – IDEN PARA USO DA SECRETARIA MUNICIPAL DE SEGURANÇA CIDADÃ, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS.|SECRETARIA MUNICIPAL DE SEGURANCA CIDADA|358.740,00|
00001479|REAL SERVICOS DE LOCACAO DE MAO DE OBRA LTDA|CONTRATO DE PRESTAÇÃO DE SERVIÇOS DE MÃO DE OBRA TERCEIRIZADA PARA ATENDER AS NECESSIDADES DA SEPOG POR 12(DOZE) MESES, DE ACORDO COM O PREGÃO ELETRÔNICO DE Nº 163/2015.|SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO  E GESTAO|754.071,48|
00000052|RENT SERVICOS EMPRESARIAIS LTDA|TERCEIRIZACAO DE MAO DE OBRA NAS CATEGORIAS PROFISSIONAIS DIS- CRIMINADAS NO ANEXO I DESTE EDITAL P/ATENDER AS NECESSIDADES DAS CRECHES MUNICIP.DA PMF LIGADAS A SME POR UM PERIODO DE 12 MESES PODENDO SER PRORROGADO NOS LIMITES DA LEI.|FUNDO MUNICIPAL DE EDUCACAO|16.008.617,76|
00001365|RENT SERVICOS EMPRESARIAIS LTDA|CONTRATACAO DE PESSOA JURIDICA PARA PRESTACAO DE SERVICOS CONTINUADOS DE MAO DE OBRA TERCEIRIZADA PARA ATENDER AS NECESSIDA- DES CRECHES E CENTROS DE EDUCACAO INFANTIL DOS DISTRITOS I II III IV V E VI DA REDE MUNICIPAL DE ENSINO DA PMF|FUNDO MUNICIPAL DE EDUCACAO|47.796.217,27|
00004254|RICOPIA COMERCIO E SERVICOS LTDA ME|LOCAÇÃO DE MÁQUINAS FOTO COPIADORAS, INCLUINDO A MANUTENÇÃO PREVENTIVA E CORRETIVA, FORNECIMENTO DE PEÇAS ORIGINAIS E DE TODO O MATERIAL DE CONSUMO NECESSÁRIO, INCLUSIVE TONER RESERVA, COM EXCEÇÃO DO PAPEL, PELO PERÍODO DE 12 (DOZE) MESES, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES DO ANEXO I - TERMO DE REFERÊNCIA DO EDITAL E NA PROPOSTA DA CONTRATADA.|CENTRAL DE LICITACOES DA PREFEITURA DE FORTALEZA|18.000,00|
00004838|RODRIGO COSTA NOBRE|CONTRATAÇÃO DE PESSOA FÍSICA PARA LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL DESTINADO AO FUNCIONAMENTO DA E.M. REITOR ANTONIO MARTINS FILHO , SITO A RUA OLIVEIRA SOBRINHO,2007 - BAIRRO GRANJA PORTUGAL - D.E. V|FUNDO MUNICIPAL DE EDUCACAO|75.420,00|
00000680|ROSALBA COUTINHO DA SILVA|TEM POR OBJETO CONTRATACAO DE IMOVEL NAO RESIDENCIAL SITUADO NA AV.LUCIANO CARNEIRO 99 VILA UNIAO PARA SEDIAR A COORDENADO- RIA DE POLITICAS SOBRE DROGAS.|GABINETE DO PREFEITO|84.000,00|
00004131|RUDA COMERCIO DE MATERIAL DE CONSTRUCAO LTDA EPP|SUB-ROGAÇÃO DO CONTRATO 5/2016 - AQUISIÇÃO DE MATERIAL DE LIMPEZA URBANA, NO INTUITO DE ATENDER ÀS NECESSIDADES DO MUNICÍPIO DE FORTALEZA, POR UM PERÍODO DE 12 (DOZE) MESES.|SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS|1.829.153,48|
00001004|SANEX SERVIÇOS AMBIENTAIS LTDA|EXECUÇÃO DOS SERVIÇOS DE DE4SOBSTRUÇÃO DOS RAMAIS DE ESGOTOS COM HIDROJATEAMENTO, LOCALIZADOS NA CIRCUNSCRIÇÃO DA SR VI E NO MERCADO PÚBLICO DE MESSEJANA, DISCRIMINADO NO EDITAL DE PREGÃO PRESENCIAL N°009/2015 QUE FAZEM ENTRE SI, O MUNICÍPIO DE FORTALEZA, ATRAVÉS DA SECRETARIA REGIONAL VI, E DA EMPRESA SANEX SERVIÇOS AMBIENTAIS LTDA- ME.|SECRETARIA REGIONAL VI|960.000,00|
00003981|SELLENE COMERCIO E REPRESENTCOES LTDA|REFERENTE AQUISIÇÃO DE MEDICAMENTOS ATRAVES DA ARP41/2016 PE 33/2016 CONTRATO 147/2016|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|1.008,00|
00000158|SELLENE COMERCIO E REPRESENTCOES LTDA|REFERENTE AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR ATRAVES DA ARP  005/2016 PE 233/2015 CONTRATO 225/2016|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|1.085,00|
00003468|SELLENE COMERCIO E REPRESENTCOES LTDA|AQUISIÇÃO DE DIETA ENTERAL E GÊNEROS ALIMENTÍCIOS, CONFORME CONTRATO Nº 146/2016 DO PREGÃO ELETRÔNICO Nº 07/2015.|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|39.854,40|
00003356|SELLENE COMERCIO E REPRESENTCOES LTDA|TEM COMO OBJETO A CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE DIETA ENTERAL E GÊNEROS ALIMENTÍCIOS, PREGÃO ELETRÔNICO,DE N-07/2015 PROCESSO DE N-P717466/2015.CONTRATO N-146/2016.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|146.589,35|
00003465|SELLENE COMERCIO E REPRESENTCOES LTDA|DIETAS ENTERAIS.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|34.222,86|
00003608|SELLENE COMERCIO E REPRESENTCOES LTDA|AQUISIÇAO DE MEDICAMENTOS (SOLUÇOES DE GRANDE VOLUME) PREGAO ELETROMICO N-228/2015 ,CONTRATO DE N-104/2016.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|9.339,50|
00004834|SELLENE COMERCIO E REPRESENTCOES LTDA|AQUISIÇÃO DE MEDICAMENTO|HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA|756,00|
00004347|SELLENE COMERCIO E REPRESENTCOES LTDA|REFERE-SE A AQUISIÇÃO DE MATERIAL DE CONSUMO(MEDICAMENTO)PREGÃO ELETRÔNICO Nº.296/16.CONTRATO Nº.244/16.VALIDADE 22/9/17.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|35.771,20|
00004340|SELLENE COMERCIO E REPRESENTCOES LTDA|CONTRATO PARA AQUISIÇÃO DE MEDICAMENTOS (GERMICIDAS, SANEANTES E CORRELATOS), COM AS ESPECIFICAÇÕES E QUANTITATIVOS DA ATA DE RP Nº 013/2016, PREGÃO ELETRÔNICO Nº 296/2015 E CONTRATO Nº 244/2016 - SMS.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|5.376,60|
00004106|SELLENE COMERCIO E REPRESENTCOES LTDA|REFERE-SE A AQUISIÇÃO DE MATERIAL DE CONSUMO(MATERIAL MEDICO HOSPITALAR)|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|16.740,00|
00003443|SELLENE COMERCIO E REPRESENTCOES LTDA|CONTRATO PARA AQUISIÇÃO DE MEDICAMENTOS INJETÁVEIS 01, CONFORME REGISTRO DE PREÇOS Nº 050/2015 PREGÃO ELETRÔNICO Nº 212/2015 CONTRATO Nº 123/2016 - SMS.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|20.540,00|
00000245|SELLENE COMERCIO E REPRESENTCOES LTDA|AQUISIÇÃO DE MATERIAL MÉDICO - AGULHAS E SERINGAS, REFERENTE AO PE 154/2016, PARA MANUTENÇÃO DO HOSPITAL DISTRITAL MARIA JOSÉ BARROSO DE OLIVEIRA.|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|15.102,00|
00004935|SELLENE COMERCIO E REPRESENTCOES LTDA|CONTRATO Nº 147/2016 - PARA AQUISIÇÃO DE MEDICAMENTOS, DE ACORDO COM AS ESPECIFICAÇÕES  E QUANTITATIVOS PREVISTOS NO REGISTRO DE PREÇOS Nº 041/2016.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|210,00|
00004956|SELLENE COMERCIO E REPRESENTCOES LTDA|CONTRATO DE AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR (LINHA GERAL), DESTINADOS AOS HOSPITAIS DA REDE MUNICIPAL DE SAÚDE E SECRETÁRIA MUNICIPAL DE SAÚDE, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO CONTRATO N° 225/2016 - SMS (PROCESSO N° P222745/2016), NA ATA DE REGISTRO DE PREÇOS N° 005/2016, NA PROPOSTA DA CONTRATADA E CONFORME ANEXO ÚNICO AO PRESENTE CONTRATO, QUE TEM COMO FUNDAMENTO O EDITAL DO PREGÃO ELETRÔNICO N° 233/2015, PROCESSO ADMINISTRATIVO N° P597594/2015 E SEUS ANEXOS.|HOSPITAL LUCIA DE FATIMA/CROA|930,00|
00000264|SELLENE COMERCIO E REPRESENTCOES LTDA|CONTRATO PARA AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR - AGULHAS E SERINGAS PARA ANESTESIA. CONFORME ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NA ATA DE REGISTRO DE PREÇOS Nº 23/2016, PREGÃO ELETRÔNICO Nº 154/2016 E CONTRATO Nº 39/2017-SMS.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|2.517,00|
00004442|SELLENE COMERCIO E REPRESENTCOES LTDA|PREGÃO ELETRÔNICO 296/2015. PROCESSO ADM.P654990/2015. OBJETO: AQUISIÇÃO DE MEDICAMENTOS (GERMICIDAS, SANEANTES E CORRELATOS), DESTINADOS AOS HOSPITAIS DA REDE MUNICIPAL DE SAÚDE E SECRETARIA MUNICIPAL DE SAÚDE (CENTRAL DE ABASTECIMENTO FARMACÊUTICO E SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA - SAMU), DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS DESTE CONTRATO E NA ATA DE REGISTRO DE PREÇOS N.013/2016. NA PROPOSTA DA CONTRATADA E CONFORME ANEXO ÚNICO AO PRESENTE CONTRATO.|HOSPITAL DISTRITAL GONZAGA MOTA/BARRA DO CEARA|24.147,00|
00004343|SELLENE COMERCIO E REPRESENTCOES LTDA|AQUISIÇÃO DE MEDICAMENTO CONFORME ATA 13/2016, PE 296/2015 ,  CONTRATO 244/2016|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|8.075,25|
00004391|SELLENE COMERCIO E REPRESENTCOES LTDA|REFERENTE AQUISIÇÃO DE MEDICAMENTOS(GERMICIDAS E SANEANTES) ATRAVES DA ARP 13/2016 PE 296/2015 CONT. 244/2016|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|22.779,00|
00004026|SELLENE COMERCIO E REPRESENTCOES LTDA|CONTRATO PARA AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR CONFORME ESPECIFICAÇÕES NA ATA DE RP Nº 225/2016 - SMS PREGÃO ELETRÔNICO Nº 233/2015 CONTRATO Nº 225/2016 - SMS.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|12.400,00|
00004363|SELLENE COMERCIO E REPRESENTCOES LTDA|AQUISIÇÃO DE MEDICAMENTO|HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA|2.052,00|
00004116|SELLENE COMERCIO E REPRESENTCOES LTDA|AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR CONFORME ATA 05/2016, PE 233/2015 ,  CONTRATO 225/2016|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|18.600,00|
00004172|SELLENE COMERCIO E REPRESENTCOES LTDA|REFERE-SE A AQUISIÇÃO DE MATERIAL DE CONSUMO(MEDICAMENTOS,SOLUÇÃO DE GRANDE VOLUME) PREGÃO ELETRÔNICO Nº228/15.CONTRATO Nº.104/16.VALIDADE 21/4/17.NECESSÁRIO PARA ESTA UNIDADE HOSPITALAR.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|17.575,40|
00003369|SELLENE COMERCIO E REPRESENTCOES LTDA|AQUISIÇÃO DE DIETA ENTERAL E GÊNEROS ALIMENTÍCIOS REF. A CARONA DO PREGÃO ELETRÔNICO Nº 07/2015.|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|9.579,88|
00002968|SELLENE COMERCIO E REPRESENTCOES LTDA|AQUISIÇÃO DE MEDICAMENTO CONFORME ATA 52/2015, PE 228/2015 ,  CONTRATO 104/2016|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|6.368,00|
00004028|SELLENE COMERCIO E REPRESENTCOES LTDA|AQUISIÇÃO DE MEDICAMENTOS (SOLUÇÕES DE GRANDE VOLUME), DESTINADOS AOS HOSPITAIS DA REDE MUNICIPAL DA SAÚDE E SECRETARIA MUNICIPAL DA SAÚDE (SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA - SAMU), DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS DESTE CONTRATO E NA ATA DE REG DE PREÇOS N.052/2015, NA PROPOSTA DA CONTRATADA E CONFORME ANEXO ÚNICO AO PRESENTE CONTRATO. (PREGÃO ELETRÔNICO N.228/2015).|HOSPITAL DISTRITAL GONZAGA MOTA/BARRA DO CEARA|17.910,00|
00004458|SERASA S.A|AQUISIÇÃO DE 68 (SESSENTA E OITO) CERTIFICADOS DIGITAIS E-CPF E 02 (DOIS) CERTIFICADOS DIGITAIS E-CNPJ, PARA USO DO CORPO DE PROCURADORES DA PGM|FUNDO DE APERFEICOAMENTO DA PROCURADORIA GERAL DO MUNICIPIO|7.980,00|
00000099|SERVICO SOCIAL DA INDUSTRIA-SESI.|CONTRATO DE LOCACAO DE IMOVEL NAO RESIDENCIAL PELO PERIODO DE 12(DOZE) MESES DESTINADO AO ACOLHIMENTO DOS ALUNOS DA EMEIF ALDEIDES REGIS FRANCISCO DOMINGOS DA SILVA E REITOR PEDRO TEIXEIRA|FUNDO MUNICIPAL DE EDUCACAO|175.920,00|
00000663|SETEMAQ COMERCIAL E IMPORTADORA LTDA|A CONTRATACAO DE PESSOA JURIDICA PARA A PRESTACAO DE SERVICOS DE LOCACAO DE IMPRESSORAS MULTIFUNCIONAIS COLORIDAS E PRETO EM BRANCO QUE OFERECAM AS FUNCOES DE COPIA DIGITALIZACAO E FAX MANUTENCAO PREVENTIVA E CORRETIVA FORNECIMENTO DE PECAS P/ PGM|PROCURADORIA GERAL DO MUNICIPIO|100.800,00|
00003360|SILAS MACIEL MACHADO|O PRESENTE CONTRATO TEM POR OBJETO A CONCESSÃO DE CRÉDITO AOS MUTUÁRIOS NA IMPORTÂNCIA DE R$ 11.650,60(ONZE MIL, SEISCENTOS E CINQUENTA REAIS E SESSENTA CENTAVOS) QUE SERÁ CREDITADA MEDIANTE TRANSFERÊNCIA BANCÁRIA EM CONTA CORRENTE CONJUNTA DE TITULARIDADE DOS MUTUÁRIOS, ABERTA JUNTO AO BANCO DO BRASIL S/A, EM 02 (DUAS) PARCELAS, CONFORME ESTABELECIDO NA CLÁUSULA QUARTA DO PRESENTE INSTRUMENTO.|FUNDO MUNICIPAL DO JOVEM EMPREENDEDOR|11.650,60|
00000176|SINDIONIBUS SIND DAS EMP DE TRANS DE PASS DO CEARA|O PRESENTE CONTRATO TEM POR OBJETO O FORNECIMENTO DE VALE TRANSPORTE ELETRÔNICO - VTE - METROPOLITANO PARA UTILIZAÇÃO NO SISTEMA DE TRANSPORTE COLETIVO REGULAR DA REGIÃO METROPOLITANA DE FORTALEZA/CE, NOS TERMOS DA LEI FEDERAL Nº 7.418/85 E ALTERAÇÕES, DECRETO Nº 95.247/87 E DECRETO MUNICIPAL Nº 9.142/93.|GABINETE DO PREFEITO|31.680,00|
00000170|SINDIONIBUS SIND DAS EMP DE TRANS DE PASS DO CEARA|O PRESENTE CONTRATO TEM POR OBJETO O FORNECIMENTO DE VALE TRANSPORTE ELETRÔNICO - VTE - URBANO PARA UTILIZAÇÃO NO SISTEMA DE TRANSPORTE COLETIVO URBANO DE FORTALEZA/CE, NOS TERMOS DA LEI FEDERAL Nº 7.418/85 E ALTERAÇÕES, DECRETO Nº 95.247/87 E DECRETO MUNICIPAL Nº 9.142/93.|GABINETE DO PREFEITO|135.168,00|
00003592|SINDIONIBUS SIND DAS EMP DE TRANS DE PASS DO CEARA|CONTRATO Nº 44/2016 DE FORNECIMENTO DE VALE TRANSPORTE ELETRÔNICO - VTE URBANO PARA UTILIZAÇÃO NO SISTEMA DE TRANSPORTE COLETIVO URBANO DE FORTALEZA/CE, DE ACORDO COM O TERMO DE INEXIGIBILIDADE DE Nº 20/2016.|SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO  E GESTAO|139.557,21|
00000370|SINDIONIBUS SIND DAS EMP DE TRANS DE PASS DO CEARA|O PRESENTE CONTRATO TEM POR OBJETO A AQUISIÇÃO CRÉDITOS ELETRÔNICOS (PASSAGEM INTEIRA) DE VALES-TRANSPORTES ELETRÔNICOS – VTE –URBANO, PARA UTILIZAÇÃO NO SERVIÇO DE TRANSPORTE COLETIVO URBANO DO MUNICÍPIO DE FORTALEZA/CE E VALES-TRANSPORTES ELETRÔNICOS – VTE – METROPOLITANO PARA UTILIZAÇÃO NO SISTEMA DE TRANSPORTE COLETIVO REGULAR DA REGIÃO METROPOLITANA DE FORTALEZA/CE, NOS TERMOS DA LEI FEDERAL Nº 7.418/85 E ALTERAÇÕES, DECRETO Nº 95.247/87 E DECRETO MUNICIPAL Nº 9.142/93.|SECRETARIA MUNICIPAL DA SEGURANCA CIDADA|153.427,20|
00004075|SINDIONIBUS SIND DAS EMP DE TRANS DE PASS DO CEARA|FORNECIMENTO DE “VALE-TRANSPORTE ELETRÔNICO – VTE – URBANO” PARA UTILIZAÇÃO NO SISTEMA DE TRANSPORTE COLETIVO URBANO DE FORTALEZA/CE.|INSTITUTO DE PLANEJAMENTO DE FORTALEZA|10.164,00|
00000760|SINDIONIBUS SIND DAS EMP DE TRANS DE PASS DO CEARA|REF. A CONTRATACAO DE EMPRESA DE TRANSPORTE DE PASSAGEIROS QUE TEM POR OBJETO AQUISICAO DE VALES-TRANSPORTE P/ AS CRIANCAS E ACOMPANHANTES DO PROGRAMA DE FORMACAO BASICA EM DANCA DA ESCOLA PUBLICA DA VILA DAS ARTES.|SECRETARIA MUNICIPAL DE CULTURA DE FORTALEZA|26.248,00|
00000761|SINDIONIBUS SIND DAS EMP DE TRANS DE PASS DO CEARA|REF. DE EMPRESA DE TRANSPORTE DE PASSAGEIROS QUE TEM POR OBJETO DE AQUISICAO DE VALES-TRANSPORTE P/ CRIANCAS E ACOMPANHANTES DO PROG. DE FORMACAO BASICA EM DANCA DA ESC. DA VILA DAS ARTES.|SECRETARIA MUNICIPAL DE CULTURA DE FORTALEZA|13.024,00|
00001989|SINDIONIBUS SIND DAS EMP DE TRANS DE PASS DO CEARA|FORNECIMENTO DE VALE TRANSPORTE ELETRÔNICO - VTE METROPOLITANO PARA UTILIZAÇÃO NO SISTEMA DE TRANSPORTE COLETIVO REGULAR DA REGIÃO METROPOLITANA DE FORTALEZA-CE.|INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA|4.523,64|
00002513|SINDIONIBUS SIND DAS EMP DE TRANS DE PASS DO CEARA|AQUISIÇÃO DE CRÉDITOS ELETRÔNICOS(PASSAGEM INTEIRA) PARA UTILIZAÇÃO NO SISTEMA DE TRANSPORTE COLETIVO URBANO DO MUNICÍPIO DE FORTALEZA.|SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO|13.200,00|
00003599|SINDIONIBUS SIND DAS EMP DE TRANS DE PASS DO CEARA|CONTRATO Nº 45/2016 DE FORNECIMENTO DE VALE TRANSPORTE ELETRÔNICO - VTE - METROPOLITANO PARA UTILIZAÇÃO NO SISTEMA DE TRANSPORTE COLETIVO REGULAR DA REGIÃO METROPOLITANA DE FORTALEZA/CE, DE ACORDO COM O TERMO DE INEXIGIBILIDADE Nº 20/2016.|SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO  E GESTAO|30.012,58|
00003341|SIRLIANE DOS SANTOS SILVA|O PRESENTE CONTRATO TEM POR OBJETO A CONCESSÃO DE CRÉDITO AOS MUTUÁRIOS NA IMPORTÂNCIA DE R$ 13.570,00(TREZE MIL QUINHENTOS E SETENTA REAIS) QUE SERÁ CREDITADA MEDIANTE TRANSFERÊNCIA BANCÁRIA EM CONTA CORRENTE CONJUNTA DE TITULARIDADE DOS MUTUÁRIOS, ABERTA JUNTO AO BANCO DO BRASIL S/A, EM 02 (DUAS) PARCELAS, CONFORME ESTABELECIDO NA CLÁUSULA QUARTA DO PRESENTE INSTRUMENTO.|FUNDO MUNICIPAL DO JOVEM EMPREENDEDOR|13.570,00|
00000337|SITRAN SINALIZACAO DE TRANSITO INDUSTRIAL LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE FUTUROS E EVENTUAIS SERVIÇOS DE PINTURA ESPECIAL ANTIPICHAÇÃO EM ESTRUTURAS E EQUIPAMENTOS PÚBLICOS DE FORTALEZA, INCLUINDO MATERIAL, MÃO - DE - OBRA, FERRAMENTAS, ACESSÓRIOS E EQUIPAMENTOS NECESSÁRIOS PARA EXECUÇÃO COMPLETA DOS SERVIÇOS.|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|994.984,00|
00002219|SJ ADMINISTRACAO DE IMOVEIS LTDA|LOCAÇÃO DE IMÓVEL PARA AMPLIAÇÃO E CONTINUAÇÃO DAS AÇÕES DO PROJETO ARTESANATO EMPREENDEDOR|SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO|120.000,00|
00003699|SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS ESPORTIVOS LTDA|CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO E INSTALAÇÃO DE GRAMA SINTÉTICA DESTINADA AOS CAMPOS DE FUTEBOL DO PROJETO ARENINHAS NO MUNICÍPIO DE FORTALEZA.|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|1.174.537,80|
00002303|SOCCER GRASS ASSESSORIA E EMPREENDIMENTOS ESPORTIVOS LTDA|CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO E INSTALAÇÃO DE GRAMA SINTÉTICA DESTINADAS AOS CAMPOS DE FUTEBOL DO PROJETO ARENINHAS NO MUNICÍPIO DE FORTALEZA, NO MONTANTE DE 52.633 M² DE ÁREA.|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|5.180.459,31|
00000014|SOCORPENA CONSTRUCOES LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇOS DE INFRAESTRUTURA EM LOGRADOUROS PÚBLICOS.|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|5.133.856,42|
